Asset_ID,Asset_Name,Model,Serial_Number,Assigned_To,Department,Location,Purchase_Date,Warranty_Expiry,Status,Condition
ASSET15641,Server,Model-763,SN-686981,Prakash Pai,Finance,Ballari,10-08-2024,10-08-2027,Disposed,Average
ASSET15642,Server,Model-644,SN-608592,Shruthi Pai,IT,Hubli,05-03-2022,05-03-2023,Under Repair,Poor
ASSET15643,Desktop,Model-441,SN-700187,Karthik Urs,Finance,Hubli,12-06-2022,11-06-2025,Damaged,Good
ASSET15644,Mobile,Model-134,SN-929101,Vikram Rao,Marketing,Bengaluru,13-10-2023,12-10-2024,In Use,Good
ASSET15645,Desktop,Model-652,SN-397577,Prakash Hegde,HR,Shivamogga,16-03-2022,15-03-2024,Under Repair,Excellent
ASSET15646,Router,Model-637,SN-922123,Latha Desai,Marketing,Hubli,30-07-2024,30-07-2027,Under Repair,Average
ASSET15647,Laptop,Model-421,SN-786337,,IT,Mangalore,08-10-2023,07-10-2026,Available,Average
ASSET15648,Server,Model-780,SN-931651,Manoj Pai,R&D,Bengaluru,03-09-2023,02-09-2024,Under Repair,Good
ASSET15649,Tablet,Model-173,SN-130418,,HR,Mysuru,15-10-2024,15-10-2026,Available,Excellent
ASSET15650,Mobile,Model-900,SN-661569,Vikram Murthy,HR,Belagavi,20-08-2022,20-08-2023,Damaged,Poor
ASSET15651,Laptop,Model-679,SN-254175,Shruthi Urs,Finance,Belagavi,07-07-2022,07-07-2023,Damaged,Excellent
ASSET15652,Mobile,Model-321,SN-974559,Meena Shetty,R&D,Belagavi,18-06-2022,17-06-2024,In Use,Good
ASSET15653,Laptop,Model-891,SN-525414,Divya Naidu,R&D,Davangere,12-09-2023,11-09-2025,Damaged,Excellent
ASSET15654,Mobile,Model-205,SN-619916,Nandini Murthy,Operations,Davangere,13-02-2024,12-02-2026,Under Repair,Average
ASSET15655,Server,Model-775,SN-355248,,Finance,Mysuru,17-04-2022,17-04-2023,Available,Average
ASSET15656,Desktop,Model-633,SN-910368,Shruthi Desai,HR,Ballari,17-01-2023,16-01-2026,Damaged,Good
ASSET15657,Projector,Model-151,SN-834262,,IT,Ballari,17-04-2024,17-04-2027,Available,Good
ASSET15658,Mobile,Model-178,SN-656786,,Finance,Bengaluru,31-12-2024,31-12-2027,Available,Poor
ASSET15659,Switch,Model-364,SN-321920,Prakash Pai,Admin,Mysuru,11-04-2022,10-04-2025,In Use,Excellent
ASSET15660,Printer,Model-903,SN-937986,,Sales,Hubli,04-12-2022,03-12-2025,Available,Excellent
ASSET15661,Server,Model-993,SN-448824,,Sales,Shivamogga,01-06-2024,01-06-2026,Available,Good
ASSET15662,Projector,Model-286,SN-283734,Rohan Pai,IT,Davangere,02-09-2023,01-09-2024,Disposed,Poor
ASSET15663,Projector,Model-524,SN-590892,Nandini Urs,HR,Udupi,01-09-2022,01-09-2023,In Use,Good
ASSET15664,Server,Model-884,SN-130757,Nandini Rao,Sales,Belagavi,16-10-2022,15-10-2024,Under Repair,Poor
ASSET15665,Server,Model-870,SN-184069,Nandini Shetty,Finance,Davangere,29-07-2024,29-07-2027,Damaged,Excellent
ASSET15666,Projector,Model-877,SN-131929,Kavya Hegde,IT,Ballari,07-08-2023,06-08-2026,Disposed,Good
ASSET15667,Mobile,Model-984,SN-742368,Manoj Pai,Admin,Mangalore,12-09-2024,12-09-2025,Disposed,Poor
ASSET15668,Router,Model-561,SN-344114,Manoj Murthy,IT,Udupi,22-08-2022,22-08-2023,Damaged,Poor
ASSET15669,Printer,Model-697,SN-828959,Rohan Desai,Marketing,Udupi,12-03-2022,11-03-2024,Under Repair,Excellent
ASSET15670,Laptop,Model-583,SN-132735,Asha Rao,Sales,Ballari,18-02-2022,18-02-2024,Disposed,Good
ASSET15671,Tablet,Model-626,SN-391936,Divya Desai,Sales,Bengaluru,25-06-2022,25-06-2023,Disposed,Excellent
ASSET15672,Tablet,Model-122,SN-261150,Meena Murthy,Finance,Davangere,31-01-2023,31-01-2024,Under Repair,Excellent
ASSET15673,Laptop,Model-644,SN-889248,Vikram Murthy,HR,Hubli,22-01-2024,21-01-2026,Under Repair,Excellent
ASSET15674,Projector,Model-622,SN-278456,Rakesh Murthy,Operations,Belagavi,23-04-2024,23-04-2025,Disposed,Good
ASSET15675,Projector,Model-468,SN-845734,Kavya Rao,HR,Udupi,30-07-2022,29-07-2025,Under Repair,Average
ASSET15676,Tablet,Model-504,SN-129106,Sanjay Urs,HR,Ballari,25-09-2024,25-09-2026,Damaged,Excellent
ASSET15677,Tablet,Model-820,SN-118595,,Sales,Belagavi,20-02-2023,19-02-2025,Available,Average
ASSET15678,Router,Model-488,SN-583995,Pooja Shetty,R&D,Mysuru,11-03-2022,10-03-2025,Damaged,Good
ASSET15679,Monitor,Model-355,SN-435446,Prakash Gowda,Admin,Davangere,10-05-2024,10-05-2027,Under Repair,Good
ASSET15680,Tablet,Model-888,SN-328368,Manoj Murthy,R&D,Udupi,09-05-2023,08-05-2025,Damaged,Poor
ASSET15681,Server,Model-491,SN-289559,Arjun Naidu,Finance,Davangere,10-01-2022,10-01-2023,Damaged,Good
ASSET15682,Router,Model-245,SN-933686,Sahana Pai,Sales,Hubli,16-10-2023,15-10-2026,In Use,Excellent
ASSET15683,Desktop,Model-545,SN-420398,Asha Gowda,Operations,Hubli,07-07-2022,06-07-2025,Disposed,Average
ASSET15684,Desktop,Model-997,SN-269167,Deepak Rao,HR,Davangere,21-09-2022,20-09-2024,In Use,Good
ASSET15685,Projector,Model-293,SN-515240,Latha Urs,IT,Ballari,23-03-2024,23-03-2026,Damaged,Good
ASSET15686,Desktop,Model-441,SN-140006,,IT,Belagavi,05-07-2024,05-07-2026,Available,Poor
ASSET15687,Desktop,Model-874,SN-318194,Manoj Urs,IT,Ballari,11-02-2023,10-02-2026,Disposed,Poor
ASSET15688,Desktop,Model-641,SN-599779,Latha Rao,R&D,Bengaluru,03-01-2025,03-01-2028,Under Repair,Good
ASSET15689,Projector,Model-579,SN-599956,Vikram Urs,Sales,Davangere,16-09-2023,15-09-2026,Damaged,Good
ASSET15690,Tablet,Model-874,SN-423707,Nandini Urs,Finance,Bengaluru,09-03-2022,08-03-2024,Under Repair,Excellent
ASSET15691,Printer,Model-672,SN-242405,Rohan Pai,Operations,Udupi,08-01-2024,07-01-2027,Disposed,Poor
ASSET15692,Laptop,Model-304,SN-819965,Meena Naidu,Admin,Udupi,06-05-2024,06-05-2025,Disposed,Poor
ASSET15693,Mobile,Model-758,SN-234111,Latha Hegde,HR,Ballari,30-03-2024,30-03-2027,In Use,Excellent
ASSET15694,Tablet,Model-195,SN-780644,Rakesh Urs,Sales,Ballari,12-09-2022,12-09-2023,Under Repair,Excellent
ASSET15695,Mobile,Model-494,SN-732318,Sanjay Urs,HR,Mysuru,25-09-2024,25-09-2027,Disposed,Poor
ASSET15696,Router,Model-343,SN-919395,Divya Naidu,R&D,Belagavi,02-03-2024,02-03-2025,Damaged,Good
ASSET15697,Router,Model-486,SN-869498,Rakesh Urs,Finance,Shivamogga,11-11-2022,10-11-2024,Disposed,Average
ASSET15698,Router,Model-415,SN-903962,Arjun Pai,Marketing,Udupi,31-01-2025,31-01-2028,Disposed,Good
ASSET15699,Switch,Model-730,SN-293311,Deepak Shetty,R&D,Mysuru,10-04-2024,10-04-2025,Damaged,Good
ASSET15700,Desktop,Model-961,SN-943196,Deepak Gowda,HR,Shivamogga,06-08-2024,06-08-2027,Under Repair,Excellent
ASSET15701,Mobile,Model-260,SN-116537,Asha Hegde,IT,Bengaluru,26-02-2023,25-02-2026,Damaged,Average
ASSET15702,Mobile,Model-108,SN-920387,,Sales,Bengaluru,07-07-2023,06-07-2026,Available,Excellent
ASSET15703,Projector,Model-342,SN-295327,Arjun Pai,HR,Mangalore,16-11-2023,15-11-2024,Damaged,Excellent
ASSET15704,Laptop,Model-704,SN-155942,Kavya Murthy,Operations,Mangalore,01-05-2022,30-04-2024,In Use,Good
ASSET15705,Router,Model-684,SN-638592,Kavya Murthy,Admin,Hubli,22-10-2024,22-10-2027,Disposed,Good
ASSET15706,Laptop,Model-876,SN-287835,Arjun Pai,IT,Hubli,08-05-2023,07-05-2024,In Use,Excellent
ASSET15707,Mobile,Model-156,SN-813710,,Sales,Ballari,09-04-2022,09-04-2023,Available,Good
ASSET15708,Laptop,Model-432,SN-771392,Vikram Gowda,Finance,Davangere,13-12-2024,13-12-2027,Disposed,Poor
ASSET15709,Mobile,Model-364,SN-284242,Nandini Gowda,Operations,Udupi,05-12-2024,05-12-2025,Under Repair,Poor
ASSET15710,Printer,Model-476,SN-218153,Meena Murthy,HR,Bengaluru,22-11-2024,22-11-2025,In Use,Excellent
ASSET15711,Switch,Model-807,SN-339921,Pooja Desai,HR,Ballari,19-09-2023,18-09-2024,Under Repair,Average
ASSET15712,Projector,Model-793,SN-976272,Sahana Murthy,Finance,Ballari,30-09-2022,29-09-2024,Damaged,Excellent
ASSET15713,Switch,Model-219,SN-827701,Deepak Rao,HR,Hubli,27-01-2023,26-01-2025,Disposed,Excellent
ASSET15714,Monitor,Model-124,SN-115022,Meena Rao,IT,Mangalore,24-06-2024,24-06-2026,Damaged,Poor
ASSET15715,Projector,Model-318,SN-875895,Nandini Rao,R&D,Mangalore,01-07-2024,01-07-2027,Disposed,Average
ASSET15716,Laptop,Model-857,SN-793912,Pooja Naidu,Marketing,Mangalore,25-03-2023,24-03-2026,Disposed,Good
ASSET15717,Desktop,Model-842,SN-740954,Divya Urs,Finance,Hubli,20-10-2023,19-10-2025,In Use,Average
ASSET15718,Server,Model-641,SN-882099,Prakash Desai,Finance,Mysuru,13-04-2024,13-04-2026,Under Repair,Good
ASSET15719,Mobile,Model-520,SN-778827,Pooja Gowda,IT,Mysuru,21-04-2022,21-04-2023,Damaged,Excellent
ASSET15720,Printer,Model-719,SN-140422,,IT,Hubli,26-09-2022,25-09-2025,Available,Good
ASSET15721,Monitor,Model-242,SN-539919,,IT,Ballari,24-02-2023,24-02-2024,Available,Average
ASSET15722,Router,Model-282,SN-487436,Latha Rao,R&D,Ballari,10-07-2023,09-07-2024,Disposed,Average
ASSET15723,Desktop,Model-805,SN-234758,,Sales,Shivamogga,11-07-2023,10-07-2025,Available,Excellent
ASSET15724,Laptop,Model-667,SN-713771,Manoj Pai,Admin,Davangere,21-04-2022,20-04-2024,Disposed,Average
ASSET15725,Desktop,Model-624,SN-368401,,Operations,Shivamogga,18-01-2024,17-01-2026,Available,Good
ASSET15726,Router,Model-281,SN-204123,Meena Desai,Operations,Bengaluru,22-11-2023,21-11-2025,Under Repair,Average
ASSET15727,Switch,Model-366,SN-599337,Manoj Shetty,R&D,Ballari,08-05-2024,08-05-2027,Disposed,Average
ASSET15728,Server,Model-370,SN-279105,Rakesh Naidu,Sales,Davangere,29-06-2022,29-06-2023,Under Repair,Poor
ASSET15729,Server,Model-228,SN-625551,Divya Hegde,HR,Mysuru,16-11-2022,16-11-2023,Disposed,Average
ASSET15730,Laptop,Model-327,SN-144243,Rakesh Urs,Admin,Davangere,26-08-2024,26-08-2027,Disposed,Excellent
ASSET15731,Laptop,Model-556,SN-116380,Kavya Urs,HR,Shivamogga,07-11-2023,06-11-2024,In Use,Excellent
ASSET15732,Desktop,Model-125,SN-969629,Sanjay Urs,Marketing,Hubli,27-05-2023,26-05-2024,In Use,Good
ASSET15733,Printer,Model-706,SN-772406,Sahana Gowda,HR,Udupi,14-01-2024,13-01-2026,In Use,Excellent
ASSET15734,Router,Model-322,SN-165750,,Sales,Hubli,16-04-2022,16-04-2023,Available,Good
ASSET15735,Mobile,Model-111,SN-107037,Pooja Shetty,Marketing,Davangere,02-02-2023,01-02-2025,Under Repair,Excellent
ASSET15736,Server,Model-649,SN-818730,Rohan Pai,HR,Davangere,01-10-2022,30-09-2025,In Use,Average
ASSET15737,Desktop,Model-567,SN-939574,Manoj Murthy,Admin,Mangalore,10-03-2022,10-03-2023,Disposed,Poor
ASSET15738,Projector,Model-820,SN-306170,Sahana Gowda,Operations,Bengaluru,17-01-2023,16-01-2026,In Use,Good
ASSET15739,Projector,Model-386,SN-968714,Kavya Murthy,Operations,Mysuru,16-12-2024,16-12-2027,Under Repair,Good
ASSET15740,Printer,Model-408,SN-684926,,Admin,Bengaluru,07-04-2024,07-04-2025,Available,Excellent
ASSET15741,Laptop,Model-777,SN-192257,,Admin,Udupi,22-12-2022,21-12-2025,Available,Poor
ASSET15742,Server,Model-853,SN-135679,Kavya Naidu,Sales,Belagavi,27-04-2023,26-04-2025,Under Repair,Poor
ASSET15743,Mobile,Model-619,SN-532120,Asha Urs,Sales,Ballari,08-04-2024,08-04-2027,In Use,Good
ASSET15744,Monitor,Model-423,SN-183838,Arjun Rao,Finance,Udupi,30-04-2024,30-04-2027,In Use,Average
ASSET15745,Desktop,Model-951,SN-242228,Sanjay Rao,Admin,Mangalore,04-11-2022,03-11-2024,Disposed,Good
ASSET15746,Printer,Model-167,SN-234439,Prakash Gowda,Operations,Mangalore,30-12-2023,29-12-2025,Under Repair,Excellent
ASSET15747,Tablet,Model-512,SN-185092,Shruthi Shetty,HR,Bengaluru,17-04-2022,16-04-2024,In Use,Good
ASSET15748,Router,Model-810,SN-641398,Divya Gowda,Sales,Mysuru,15-09-2022,15-09-2023,In Use,Average
ASSET15749,Tablet,Model-322,SN-654515,Deepak Hegde,Sales,Davangere,25-12-2022,25-12-2023,Disposed,Average
ASSET15750,Router,Model-820,SN-443795,Sahana Urs,Operations,Hubli,14-10-2022,13-10-2024,Under Repair,Good
ASSET15751,Tablet,Model-791,SN-194153,Sanjay Shetty,R&D,Belagavi,07-04-2022,06-04-2025,Damaged,Average
ASSET15752,Projector,Model-889,SN-299019,,Finance,Bengaluru,05-01-2022,05-01-2024,Available,Poor
ASSET15753,Switch,Model-842,SN-340380,Kavya Murthy,HR,Shivamogga,06-10-2022,05-10-2024,Under Repair,Excellent
ASSET15754,Mobile,Model-483,SN-139964,Sanjay Naidu,Finance,Hubli,08-04-2023,07-04-2025,In Use,Excellent
ASSET15755,Switch,Model-569,SN-577775,Latha Pai,IT,Ballari,29-03-2022,28-03-2025,In Use,Average
ASSET15756,Projector,Model-393,SN-263502,,Operations,Belagavi,30-11-2022,30-11-2023,Available,Poor
ASSET15757,Desktop,Model-377,SN-507967,Latha Desai,IT,Belagavi,30-05-2022,30-05-2023,Under Repair,Average
ASSET15758,Laptop,Model-931,SN-989684,Sahana Murthy,Finance,Davangere,02-09-2023,01-09-2025,In Use,Good
ASSET15759,Laptop,Model-740,SN-574095,,Finance,Davangere,10-02-2022,09-02-2025,Available,Good
ASSET15760,Switch,Model-772,SN-321066,Arjun Urs,Operations,Shivamogga,15-10-2023,14-10-2024,In Use,Good
ASSET15761,Switch,Model-620,SN-214779,,IT,Udupi,05-12-2023,04-12-2024,Available,Average
ASSET15762,Mobile,Model-195,SN-938445,Sahana Shetty,Marketing,Mysuru,17-12-2024,17-12-2025,Damaged,Good
ASSET15763,Mobile,Model-904,SN-204805,Deepak Pai,Operations,Bengaluru,29-09-2024,29-09-2025,In Use,Poor
ASSET15764,Switch,Model-276,SN-738764,Rakesh Gowda,Sales,Shivamogga,26-01-2024,25-01-2025,Disposed,Excellent
ASSET15765,Desktop,Model-502,SN-643282,Rakesh Urs,Sales,Mangalore,17-01-2023,17-01-2024,Damaged,Poor
ASSET15766,Router,Model-152,SN-582785,Vikram Murthy,IT,Bengaluru,11-01-2022,10-01-2025,Under Repair,Average
ASSET15767,Server,Model-881,SN-460400,Deepak Gowda,Operations,Davangere,18-01-2025,18-01-2027,Under Repair,Good
ASSET15768,Server,Model-196,SN-298681,Meena Hegde,Admin,Davangere,04-01-2025,04-01-2028,Disposed,Average
ASSET15769,Tablet,Model-420,SN-263382,Shruthi Hegde,HR,Shivamogga,23-06-2023,22-06-2024,Damaged,Poor
ASSET15770,Projector,Model-888,SN-170011,Nandini Murthy,Marketing,Ballari,28-08-2023,27-08-2025,Damaged,Average
ASSET15771,Mobile,Model-916,SN-422169,Shruthi Naidu,IT,Belagavi,28-11-2024,28-11-2026,Damaged,Average
ASSET15772,Printer,Model-578,SN-385733,Pooja Hegde,Marketing,Mangalore,05-12-2024,05-12-2027,Damaged,Poor
ASSET15773,Desktop,Model-970,SN-684606,Deepak Gowda,Finance,Bengaluru,12-10-2024,12-10-2026,Damaged,Average
ASSET15774,Mobile,Model-362,SN-529455,Asha Pai,R&D,Shivamogga,25-03-2023,24-03-2025,Damaged,Poor
ASSET15775,Projector,Model-370,SN-433585,Prakash Gowda,IT,Ballari,21-08-2024,21-08-2025,In Use,Average
ASSET15776,Laptop,Model-955,SN-278446,Sanjay Naidu,HR,Mysuru,24-03-2022,24-03-2023,In Use,Poor
ASSET15777,Mobile,Model-416,SN-584532,Deepak Naidu,Sales,Davangere,06-07-2022,05-07-2024,Disposed,Poor
ASSET15778,Desktop,Model-529,SN-926847,Vikram Murthy,Sales,Ballari,06-03-2023,05-03-2024,Disposed,Average
ASSET15779,Switch,Model-478,SN-759576,,IT,Belagavi,15-07-2023,14-07-2026,Available,Good
ASSET15780,Desktop,Model-713,SN-987176,Asha Hegde,Admin,Belagavi,30-01-2025,30-01-2028,Damaged,Average
ASSET15781,Mobile,Model-987,SN-775260,Latha Shetty,HR,Udupi,12-02-2024,11-02-2027,In Use,Good
ASSET15782,Router,Model-162,SN-377824,Rakesh Hegde,Finance,Shivamogga,30-09-2024,30-09-2025,In Use,Average
ASSET15783,Laptop,Model-234,SN-564666,Arjun Shetty,Admin,Ballari,07-04-2024,07-04-2025,In Use,Average
ASSET15784,Projector,Model-125,SN-322240,Manoj Pai,R&D,Mangalore,25-09-2022,25-09-2023,Disposed,Average
ASSET15785,Server,Model-430,SN-595352,Prakash Pai,Finance,Mangalore,22-11-2024,22-11-2025,Under Repair,Poor
ASSET15786,Printer,Model-345,SN-679099,Sanjay Desai,Marketing,Udupi,29-06-2022,29-06-2023,Under Repair,Poor
ASSET15787,Server,Model-291,SN-146688,Rakesh Desai,Operations,Belagavi,25-12-2022,24-12-2024,Disposed,Good
ASSET15788,Tablet,Model-774,SN-781695,,Marketing,Mangalore,29-03-2022,28-03-2024,Available,Average
ASSET15789,Router,Model-794,SN-654796,Asha Pai,Admin,Davangere,27-08-2024,27-08-2026,Damaged,Excellent
ASSET15790,Server,Model-386,SN-483144,,HR,Belagavi,30-08-2023,29-08-2024,Available,Average
ASSET15791,Switch,Model-613,SN-560201,Rohan Murthy,HR,Mysuru,06-01-2025,06-01-2028,Under Repair,Excellent
ASSET15792,Monitor,Model-572,SN-455277,Manoj Naidu,IT,Belagavi,04-10-2024,04-10-2026,Damaged,Excellent
ASSET15793,Switch,Model-125,SN-824397,Karthik Pai,Finance,Mangalore,20-12-2023,19-12-2025,Under Repair,Good
ASSET15794,Server,Model-376,SN-389014,,R&D,Bengaluru,17-11-2023,16-11-2026,Available,Average
ASSET15795,Desktop,Model-388,SN-560014,,HR,Ballari,20-01-2025,20-01-2027,Available,Good
ASSET15796,Desktop,Model-997,SN-287335,Prakash Pai,HR,Belagavi,26-01-2022,25-01-2025,Disposed,Poor
ASSET15797,Tablet,Model-665,SN-939131,Rakesh Hegde,Admin,Mangalore,01-01-2025,01-01-2027,Damaged,Poor
ASSET15798,Router,Model-616,SN-515871,Manoj Pai,R&D,Hubli,28-05-2024,28-05-2027,In Use,Excellent
ASSET15799,Desktop,Model-391,SN-172915,Karthik Rao,Sales,Hubli,30-01-2022,30-01-2023,Under Repair,Average
ASSET15800,Laptop,Model-403,SN-261723,Rohan Urs,HR,Hubli,09-11-2022,08-11-2025,In Use,Average
ASSET15801,Mobile,Model-392,SN-690434,Latha Gowda,Operations,Udupi,17-11-2022,16-11-2024,In Use,Poor
ASSET15802,Laptop,Model-766,SN-100372,Vikram Rao,Sales,Bengaluru,05-07-2024,05-07-2025,Disposed,Average
ASSET15803,Monitor,Model-614,SN-706216,Sahana Rao,Operations,Shivamogga,11-11-2023,10-11-2026,Disposed,Poor
ASSET15804,Switch,Model-710,SN-393497,Arjun Gowda,Admin,Hubli,07-09-2022,06-09-2025,In Use,Good
ASSET15805,Projector,Model-906,SN-808847,Divya Hegde,Operations,Udupi,26-05-2024,26-05-2027,In Use,Poor
ASSET15806,Printer,Model-867,SN-478816,Rakesh Rao,Sales,Ballari,02-04-2022,01-04-2024,Damaged,Good
ASSET15807,Printer,Model-588,SN-236578,Nandini Naidu,Operations,Belagavi,11-02-2023,11-02-2024,Damaged,Average
ASSET15808,Laptop,Model-743,SN-189939,,HR,Hubli,06-04-2023,05-04-2025,Available,Poor
ASSET15809,Desktop,Model-811,SN-876232,,Finance,Udupi,12-02-2022,12-02-2024,Available,Average
ASSET15810,Printer,Model-539,SN-901358,Vikram Gowda,R&D,Hubli,08-11-2023,07-11-2024,Disposed,Average
ASSET15811,Mobile,Model-666,SN-608950,,R&D,Hubli,17-06-2024,17-06-2027,Available,Average
ASSET15812,Desktop,Model-138,SN-559940,Rakesh Shetty,Marketing,Mangalore,02-01-2025,02-01-2027,In Use,Excellent
ASSET15813,Router,Model-853,SN-240200,Karthik Murthy,Operations,Mangalore,26-07-2023,25-07-2025,In Use,Excellent
ASSET15814,Tablet,Model-156,SN-916054,Divya Hegde,Marketing,Mangalore,28-05-2022,28-05-2023,In Use,Poor
ASSET15815,Mobile,Model-459,SN-397009,Deepak Desai,R&D,Hubli,20-05-2023,19-05-2024,Damaged,Good
ASSET15816,Monitor,Model-853,SN-587661,Divya Gowda,R&D,Udupi,30-07-2024,30-07-2027,Under Repair,Poor
ASSET15817,Projector,Model-682,SN-511925,Pooja Pai,Marketing,Bengaluru,17-04-2022,17-04-2023,Damaged,Good
ASSET15818,Monitor,Model-104,SN-230553,Divya Pai,Finance,Ballari,16-07-2023,15-07-2024,Under Repair,Excellent
ASSET15819,Server,Model-494,SN-595000,,Marketing,Ballari,21-02-2022,21-02-2024,Available,Good
ASSET15820,Switch,Model-408,SN-192895,Sahana Hegde,Finance,Mangalore,24-01-2025,24-01-2027,Under Repair,Poor
ASSET15821,Server,Model-156,SN-907313,Divya Gowda,IT,Bengaluru,10-01-2024,09-01-2026,In Use,Poor
ASSET15822,Printer,Model-486,SN-453424,Arjun Hegde,HR,Shivamogga,03-09-2022,03-09-2023,Damaged,Poor
ASSET15823,Laptop,Model-694,SN-579819,Prakash Gowda,HR,Mangalore,26-10-2023,25-10-2024,Damaged,Good
ASSET15824,Switch,Model-390,SN-270554,,Finance,Belagavi,12-06-2023,11-06-2024,Available,Excellent
ASSET15825,Switch,Model-795,SN-538496,Manoj Murthy,Marketing,Belagavi,08-09-2022,08-09-2023,Under Repair,Excellent
ASSET15826,Mobile,Model-156,SN-759661,Karthik Shetty,Finance,Shivamogga,08-10-2024,08-10-2027,In Use,Average
ASSET15827,Switch,Model-175,SN-814934,Manoj Urs,Sales,Ballari,24-10-2022,24-10-2023,Under Repair,Average
ASSET15828,Mobile,Model-951,SN-231025,Meena Pai,IT,Bengaluru,06-02-2022,06-02-2023,Disposed,Poor
ASSET15829,Tablet,Model-110,SN-195977,Latha Urs,Finance,Mangalore,17-03-2024,17-03-2027,Damaged,Excellent
ASSET15830,Desktop,Model-118,SN-485525,Karthik Murthy,IT,Shivamogga,08-04-2022,08-04-2023,In Use,Good
ASSET15831,Laptop,Model-743,SN-326547,Divya Pai,Operations,Davangere,12-11-2023,11-11-2026,Damaged,Average
ASSET15832,Mobile,Model-234,SN-188695,Deepak Naidu,HR,Davangere,03-09-2022,02-09-2024,In Use,Average
ASSET15833,Server,Model-449,SN-223559,Rohan Rao,Finance,Udupi,03-10-2023,02-10-2024,Disposed,Good
ASSET15834,Switch,Model-585,SN-168091,Kavya Shetty,IT,Ballari,17-09-2024,17-09-2025,Under Repair,Average
ASSET15835,Router,Model-663,SN-915560,Sahana Gowda,Finance,Udupi,24-12-2023,23-12-2025,Disposed,Good
ASSET15836,Desktop,Model-984,SN-372368,Deepak Hegde,HR,Bengaluru,26-07-2024,26-07-2026,Disposed,Average
ASSET15837,Switch,Model-214,SN-501586,Arjun Shetty,Admin,Belagavi,04-09-2024,04-09-2027,Under Repair,Good
ASSET15838,Tablet,Model-661,SN-230337,Sahana Urs,Sales,Davangere,22-06-2024,22-06-2026,Under Repair,Excellent
ASSET15839,Monitor,Model-765,SN-699926,,IT,Shivamogga,23-01-2024,22-01-2027,Available,Poor
ASSET15840,Monitor,Model-561,SN-165870,Rakesh Shetty,IT,Shivamogga,15-01-2025,15-01-2026,Under Repair,Good
ASSET15841,Projector,Model-953,SN-868449,Prakash Desai,Admin,Udupi,14-10-2022,13-10-2024,In Use,Poor
ASSET15842,Mobile,Model-854,SN-901673,Sahana Gowda,Operations,Bengaluru,13-05-2023,12-05-2024,Under Repair,Good
ASSET15843,Monitor,Model-895,SN-703265,Manoj Naidu,Marketing,Shivamogga,28-09-2024,28-09-2026,Disposed,Poor
ASSET15844,Desktop,Model-388,SN-131917,Kavya Murthy,Admin,Hubli,26-03-2022,25-03-2025,Under Repair,Poor
ASSET15845,Projector,Model-695,SN-659925,Rakesh Pai,Operations,Belagavi,25-02-2024,24-02-2025,Disposed,Good
ASSET15846,Monitor,Model-808,SN-416075,,Marketing,Davangere,10-05-2023,09-05-2024,Available,Excellent
ASSET15847,Desktop,Model-890,SN-714072,Divya Naidu,Marketing,Hubli,07-02-2022,06-02-2025,Under Repair,Excellent
ASSET15848,Router,Model-376,SN-988876,Meena Gowda,IT,Shivamogga,02-04-2023,01-04-2024,Disposed,Poor
ASSET15849,Projector,Model-515,SN-950684,Rakesh Desai,Marketing,Hubli,21-09-2024,21-09-2027,Under Repair,Poor
ASSET15850,Router,Model-125,SN-910566,Kavya Hegde,R&D,Ballari,23-12-2024,23-12-2025,Under Repair,Poor
ASSET15851,Projector,Model-992,SN-836433,Karthik Gowda,Operations,Davangere,13-11-2022,13-11-2023,Under Repair,Average
ASSET15852,Projector,Model-897,SN-272974,Sahana Hegde,IT,Ballari,22-09-2022,22-09-2023,Disposed,Poor
ASSET15853,Mobile,Model-470,SN-218002,Kavya Pai,HR,Davangere,27-07-2023,26-07-2026,Disposed,Average
ASSET15854,Projector,Model-948,SN-294548,,IT,Ballari,17-09-2022,16-09-2024,Available,Good
ASSET15855,Switch,Model-828,SN-313601,Prakash Naidu,Marketing,Davangere,16-06-2022,15-06-2025,Under Repair,Good
ASSET15856,Projector,Model-587,SN-939932,Sanjay Gowda,Operations,Udupi,29-12-2024,29-12-2026,In Use,Poor
ASSET15857,Server,Model-525,SN-704739,Deepak Pai,Marketing,Mysuru,06-12-2022,06-12-2023,In Use,Poor
ASSET15858,Switch,Model-143,SN-847263,,IT,Ballari,13-11-2022,12-11-2025,Available,Good
ASSET15859,Tablet,Model-986,SN-133436,,Operations,Mangalore,05-08-2023,04-08-2026,Available,Average
ASSET15860,Projector,Model-921,SN-660339,Manoj Murthy,IT,Mysuru,11-08-2023,10-08-2025,In Use,Excellent
ASSET15861,Monitor,Model-171,SN-916066,Deepak Hegde,Admin,Mysuru,02-01-2023,02-01-2024,Under Repair,Excellent
ASSET15862,Monitor,Model-705,SN-259605,Rakesh Gowda,Finance,Ballari,30-01-2024,29-01-2027,In Use,Excellent
ASSET15863,Projector,Model-147,SN-291123,Rakesh Hegde,Admin,Davangere,16-11-2023,15-11-2026,Under Repair,Excellent
ASSET15864,Monitor,Model-983,SN-870217,Divya Naidu,IT,Udupi,10-12-2023,09-12-2026,Under Repair,Excellent
ASSET15865,Mobile,Model-358,SN-996033,Rakesh Gowda,IT,Bengaluru,03-03-2023,02-03-2026,In Use,Average
ASSET15866,Switch,Model-465,SN-538760,Manoj Pai,R&D,Ballari,20-06-2023,19-06-2026,Damaged,Average
