Asset_ID,Asset_Name,Model,Serial_Number,Assigned_To,Department,Location,Purchase_Date,Warranty_Expiry,Status,Condition,age_days,warranty_remaining_days
ASSET15847,Desktop,Model-890,SN-714072,Divya Naidu,Marketing,Hubli,07-02-2022,06-02-2025,Under Repair,Excellent,1399,-305
ASSET15848,Router,Model-376,SN-988876,Meena Gowda,IT,Shivamogga,02-04-2023,01-04-2024,Disposed,Poor,980,-616
ASSET15849,Projector,Model-515,SN-950684,Rakesh Desai,Marketing,Hubli,21-09-2024,21-09-2027,Under Repair,Poor,442,652
ASSET15850,Router,Model-125,SN-910566,Kavya Hegde,R&D,Ballari,23-12-2024,23-12-2025,Under Repair,Poor,349,15
ASSET15851,Projector,Model-992,SN-836433,Karthik Gowda,Operations,Davangere,13-11-2022,13-11-2023,Under Repair,Average,1120,-756
ASSET15852,Projector,Model-897,SN-272974,Sahana Hegde,IT,Ballari,22-09-2022,22-09-2023,Disposed,Poor,1172,-808
ASSET15853,Mobile,Model-470,SN-218002,Kavya Pai,HR,Davangere,27-07-2023,26-07-2026,Disposed,Average,864,230
ASSET15854,Projector,Model-948,SN-294548,Unassigned,IT,Ballari,17-09-2022,16-09-2024,Available,Good,1177,-448
ASSET15855,Switch,Model-828,SN-313601,Prakash Naidu,Marketing,Davangere,16-06-2022,15-06-2025,Under Repair,Good,1270,-176
ASSET15856,Projector,Model-587,SN-939932,Sanjay Gowda,Operations,Udupi,29-12-2024,29-12-2026,In Use,Poor,343,386
ASSET15857,Server,Model-525,SN-704739,Deepak Pai,Marketing,Mysuru,06-12-2022,06-12-2023,In Use,Poor,1097,-733
ASSET15858,Switch,Model-143,SN-847263,Unassigned,IT,Ballari,13-11-2022,12-11-2025,Available,Good,1120,-26
ASSET15859,Tablet,Model-986,SN-133436,Unassigned,Operations,Mangalore,05-08-2023,04-08-2026,Available,Average,855,239
ASSET15860,Projector,Model-921,SN-660339,Manoj Murthy,IT,Mysuru,11-08-2023,10-08-2025,In Use,Excellent,849,-120
ASSET15861,Monitor,Model-171,SN-916066,Deepak Hegde,Admin,Mysuru,02-01-2023,02-01-2024,Under Repair,Excellent,1070,-706
ASSET15862,Monitor,Model-705,SN-259605,Rakesh Gowda,Finance,Ballari,30-01-2024,29-01-2027,In Use,Excellent,677,417
ASSET15863,Projector,Model-147,SN-291123,Rakesh Hegde,Admin,Davangere,16-11-2023,15-11-2026,Under Repair,Excellent,752,342
ASSET15864,Monitor,Model-983,SN-870217,Divya Naidu,IT,Udupi,10-12-2023,09-12-2026,Under Repair,Excellent,728,366
ASSET15865,Mobile,Model-358,SN-996033,Rakesh Gowda,IT,Bengaluru,03-03-2023,02-03-2026,In Use,Average,1010,84
ASSET15866,Switch,Model-465,SN-538760,Manoj Pai,R&D,Ballari,20-06-2023,19-06-2026,Damaged,Average,901,193
ASSET15867,Projector,Model-286,SN-385644,Nandini Murthy,Admin,Shivamogga,15-06-2022,14-06-2025,Disposed,Excellent,1271,-177
ASSET15868,Projector,Model-849,SN-358715,Sahana Hegde,Operations,Ballari,10-04-2024,10-04-2026,Damaged,Average,606,123
ASSET15869,Monitor,Model-713,SN-535568,Prakash Rao,Sales,Bengaluru,24-01-2022,24-01-2023,In Use,Good,1413,-1049
ASSET15870,Router,Model-429,SN-310613,Deepak Gowda,Finance,Shivamogga,02-02-2024,01-02-2025,Damaged,Poor,674,-310
ASSET15871,Router,Model-171,SN-472358,Asha Rao,Marketing,Davangere,13-12-2023,12-12-2025,Damaged,Average,725,4
ASSET15872,Router,Model-236,SN-666017,Latha Rao,Operations,Ballari,26-10-2024,26-10-2025,Under Repair,Good,407,-43
ASSET15873,Monitor,Model-837,SN-864813,Asha Hegde,HR,Hubli,19-11-2023,18-11-2026,Under Repair,Good,749,345
ASSET15874,Switch,Model-119,SN-233920,Divya Hegde,Finance,Mysuru,25-05-2024,25-05-2027,In Use,Excellent,561,533
ASSET15875,Switch,Model-526,SN-408127,Unassigned,Operations,Mysuru,16-10-2024,16-10-2026,Available,Average,417,312
ASSET15876,Desktop,Model-597,SN-482971,Prakash Murthy,Admin,Belagavi,07-01-2024,06-01-2026,In Use,Average,700,29
ASSET15877,Laptop,Model-395,SN-544982,Latha Pai,Admin,Mangalore,11-02-2023,10-02-2025,In Use,Poor,1030,-301
ASSET15878,Server,Model-133,SN-602786,Divya Shetty,HR,Shivamogga,18-11-2022,18-11-2023,Disposed,Excellent,1115,-751
ASSET15879,Laptop,Model-671,SN-488594,Shruthi Naidu,Finance,Udupi,23-01-2025,23-01-2026,In Use,Average,318,46
ASSET15880,Router,Model-448,SN-377439,Meena Murthy,Operations,Ballari,05-05-2024,05-05-2025,Under Repair,Excellent,581,-217
ASSET15881,Router,Model-711,SN-862933,Pooja Shetty,Marketing,Udupi,20-06-2024,20-06-2026,Damaged,Excellent,535,194
ASSET15882,Switch,Model-677,SN-454487,Kavya Murthy,Admin,Mysuru,11-03-2024,11-03-2026,Damaged,Poor,636,93
ASSET15883,Laptop,Model-542,SN-264830,Deepak Murthy,Finance,Mangalore,10-01-2024,09-01-2027,In Use,Poor,697,397
ASSET15884,Router,Model-852,SN-598223,Sanjay Naidu,HR,Shivamogga,24-11-2022,23-11-2025,Under Repair,Excellent,1109,-15
ASSET15885,Monitor,Model-441,SN-896767,Vikram Rao,Operations,Udupi,12-05-2024,12-05-2027,Disposed,Average,574,520
ASSET15886,Desktop,Model-926,SN-236747,Manoj Urs,R&D,Hubli,12-11-2024,12-11-2026,Damaged,Poor,390,339
ASSET15887,Desktop,Model-239,SN-895588,Manoj Urs,HR,Belagavi,23-01-2025,23-01-2027,Under Repair,Excellent,318,411
ASSET15888,Mobile,Model-569,SN-154871,Karthik Pai,IT,Bengaluru,15-08-2022,14-08-2024,Disposed,Good,1210,-481
ASSET15889,Projector,Model-794,SN-688886,Arjun Rao,Marketing,Shivamogga,04-11-2022,04-11-2023,Under Repair,Excellent,1129,-765
ASSET15890,Tablet,Model-568,SN-834994,Karthik Rao,Finance,Davangere,09-01-2025,09-01-2026,Damaged,Good,332,32
ASSET15891,Mobile,Model-439,SN-872394,Prakash Desai,Operations,Davangere,19-12-2023,18-12-2026,Damaged,Good,719,375
ASSET15892,Printer,Model-778,SN-752227,Manoj Pai,Admin,Hubli,31-10-2022,30-10-2025,In Use,Excellent,1133,-39
ASSET15893,Router,Model-276,SN-762364,Unassigned,Operations,Shivamogga,29-01-2024,28-01-2026,Available,Poor,678,51
ASSET15894,Projector,Model-247,SN-485840,Kavya Rao,HR,Belagavi,02-01-2025,02-01-2026,Disposed,Excellent,339,25
ASSET15895,Monitor,Model-850,SN-421251,Unassigned,Finance,Udupi,24-03-2022,23-03-2024,Available,Excellent,1354,-625
ASSET15896,Router,Model-516,SN-691052,Prakash Rao,R&D,Mangalore,26-10-2024,26-10-2025,In Use,Average,407,-43
ASSET15897,Projector,Model-830,SN-409627,Karthik Desai,Admin,Mangalore,05-07-2024,05-07-2025,In Use,Poor,520,-156
ASSET15898,Monitor,Model-269,SN-144054,Prakash Gowda,Admin,Davangere,26-12-2023,25-12-2026,Disposed,Excellent,712,382
ASSET15899,Laptop,Model-772,SN-541812,Manoj Gowda,Finance,Mangalore,26-09-2024,26-09-2026,Disposed,Excellent,437,292
ASSET15900,Tablet,Model-498,SN-236085,Karthik Naidu,Sales,Bengaluru,13-04-2024,13-04-2025,Under Repair,Poor,603,-239
ASSET15901,Printer,Model-717,SN-316627,Unassigned,R&D,Belagavi,12-01-2025,12-01-2028,Available,Average,329,765
ASSET15902,Printer,Model-760,SN-156595,Deepak Rao,Sales,Belagavi,15-09-2022,14-09-2024,In Use,Poor,1179,-450
ASSET15903,Tablet,Model-892,SN-620757,Latha Pai,Admin,Mangalore,25-02-2023,24-02-2026,Under Repair,Average,1016,78
ASSET15904,Mobile,Model-282,SN-632506,Sahana Shetty,HR,Shivamogga,13-07-2024,13-07-2025,Under Repair,Excellent,512,-148
ASSET15905,Switch,Model-789,SN-265109,Deepak Hegde,HR,Udupi,02-12-2022,01-12-2024,In Use,Excellent,1101,-372
ASSET15906,Printer,Model-589,SN-146091,Divya Desai,IT,Ballari,26-10-2022,25-10-2024,Under Repair,Poor,1138,-409
ASSET15907,Tablet,Model-516,SN-801915,Arjun Pai,HR,Udupi,10-09-2023,09-09-2024,In Use,Poor,819,-455
ASSET15908,Laptop,Model-363,SN-970862,Meena Murthy,R&D,Shivamogga,09-01-2024,08-01-2027,In Use,Average,698,396
ASSET15909,Switch,Model-576,SN-729275,Unassigned,Admin,Udupi,24-05-2023,23-05-2025,Available,Average,928,-199
ASSET15910,Desktop,Model-961,SN-305432,Karthik Pai,HR,Shivamogga,23-12-2024,23-12-2025,Under Repair,Poor,349,15
ASSET15911,Mobile,Model-373,SN-603275,Divya Urs,Finance,Udupi,23-09-2024,23-09-2026,Damaged,Excellent,440,289
ASSET15912,Mobile,Model-475,SN-832034,Karthik Urs,Sales,Mangalore,14-05-2023,13-05-2026,Disposed,Good,938,156
ASSET15913,Monitor,Model-945,SN-322398,Unassigned,Admin,Mysuru,06-07-2022,05-07-2024,Available,Average,1250,-521
ASSET15914,Switch,Model-360,SN-219458,Prakash Pai,HR,Hubli,24-08-2023,23-08-2025,Disposed,Good,836,-107
ASSET15915,Desktop,Model-170,SN-589668,Latha Naidu,Marketing,Belagavi,12-07-2022,11-07-2024,Damaged,Poor,1244,-515
ASSET15916,Laptop,Model-683,SN-152937,Unassigned,IT,Udupi,06-03-2024,06-03-2026,Available,Poor,641,88
ASSET15917,Printer,Model-123,SN-206369,Prakash Urs,R&D,Shivamogga,27-11-2024,27-11-2027,Disposed,Poor,375,719
ASSET15918,Printer,Model-884,SN-420868,Unassigned,Operations,Mysuru,28-06-2024,28-06-2025,Available,Poor,527,-163
ASSET15919,Desktop,Model-985,SN-987421,Kavya Hegde,HR,Belagavi,14-10-2022,13-10-2025,In Use,Excellent,1150,-56
ASSET15920,Server,Model-488,SN-504099,Meena Shetty,Marketing,Mangalore,26-10-2024,26-10-2026,Damaged,Excellent,407,322
ASSET15921,Switch,Model-445,SN-531307,Nandini Pai,Finance,Udupi,24-09-2023,23-09-2024,Under Repair,Average,805,-441
ASSET15922,Desktop,Model-570,SN-223890,Manoj Murthy,R&D,Mangalore,01-01-2025,01-01-2028,Disposed,Good,340,754
ASSET15923,Tablet,Model-735,SN-601920,Manoj Desai,HR,Shivamogga,16-10-2024,16-10-2027,Damaged,Average,417,677
ASSET15924,Monitor,Model-577,SN-459036,Unassigned,Sales,Mangalore,13-02-2024,12-02-2026,Available,Average,663,66
ASSET15925,Switch,Model-308,SN-472060,Nandini Murthy,R&D,Bengaluru,14-08-2023,13-08-2024,In Use,Poor,846,-482
ASSET15926,Router,Model-760,SN-391029,Shruthi Murthy,R&D,Belagavi,06-09-2022,05-09-2025,Under Repair,Average,1188,-94
ASSET15927,Tablet,Model-880,SN-373273,Latha Shetty,Admin,Udupi,27-09-2024,27-09-2027,Under Repair,Poor,436,658
ASSET15928,Desktop,Model-471,SN-237323,Rakesh Gowda,Finance,Mangalore,01-05-2022,30-04-2025,Under Repair,Poor,1316,-222
ASSET15929,Desktop,Model-532,SN-265358,Asha Gowda,HR,Mysuru,26-07-2023,25-07-2024,In Use,Excellent,865,-501
ASSET15930,Mobile,Model-741,SN-628024,Divya Shetty,Marketing,Belagavi,29-10-2024,29-10-2026,Damaged,Excellent,404,325
ASSET15931,Printer,Model-268,SN-224857,Sahana Murthy,Operations,Mangalore,27-10-2023,26-10-2024,Disposed,Average,772,-408
ASSET15932,Switch,Model-505,SN-305229,Divya Murthy,Finance,Davangere,28-05-2022,27-05-2025,Disposed,Excellent,1289,-195
ASSET15933,Tablet,Model-361,SN-101612,Vikram Gowda,Marketing,Shivamogga,27-11-2024,27-11-2026,Under Repair,Poor,375,354
ASSET15934,Printer,Model-995,SN-601966,Karthik Pai,HR,Hubli,07-02-2023,06-02-2026,Damaged,Excellent,1034,60
ASSET15935,Router,Model-459,SN-302403,Unassigned,R&D,Mysuru,23-06-2022,22-06-2025,Available,Average,1263,-169
ASSET15936,Monitor,Model-836,SN-471879,Manoj Hegde,HR,Belagavi,03-12-2023,02-12-2026,In Use,Good,735,359
ASSET15937,Printer,Model-790,SN-495548,Kavya Pai,HR,Hubli,24-03-2024,24-03-2027,Damaged,Average,623,471
ASSET15938,Printer,Model-709,SN-201954,Manoj Murthy,Admin,Shivamogga,27-03-2022,26-03-2024,Under Repair,Good,1351,-622
ASSET15939,Server,Model-754,SN-910252,Manoj Shetty,IT,Mangalore,30-03-2023,29-03-2024,In Use,Excellent,983,-619
ASSET15940,Projector,Model-934,SN-834161,Meena Hegde,R&D,Hubli,04-01-2022,04-01-2024,Damaged,Good,1433,-704
ASSET15941,Server,Model-492,SN-655973,Kavya Rao,R&D,Davangere,02-06-2024,02-06-2026,Disposed,Average,553,176
ASSET15942,Printer,Model-169,SN-458330,Kavya Naidu,Operations,Hubli,14-03-2024,14-03-2026,Disposed,Good,633,96
ASSET15943,Printer,Model-541,SN-914367,Unassigned,R&D,Mangalore,23-07-2024,23-07-2026,Available,Average,502,227
ASSET15944,Monitor,Model-204,SN-350476,Sahana Rao,IT,Belagavi,24-12-2023,23-12-2024,Under Repair,Average,714,-350
ASSET15945,Desktop,Model-402,SN-943979,Divya Hegde,Finance,Ballari,30-08-2023,29-08-2025,Under Repair,Average,830,-101
ASSET15946,Monitor,Model-741,SN-970258,Asha Naidu,R&D,Mysuru,11-12-2023,10-12-2025,Under Repair,Poor,727,2
ASSET15947,Switch,Model-342,SN-550133,Deepak Hegde,Operations,Belagavi,31-07-2024,31-07-2027,Damaged,Excellent,494,600
ASSET15948,Switch,Model-181,SN-599190,Unassigned,IT,Belagavi,18-10-2023,17-10-2025,Available,Good,781,-52
ASSET15949,Desktop,Model-638,SN-603359,Unassigned,Marketing,Shivamogga,11-03-2022,10-03-2024,Available,Good,1367,-638
ASSET15950,Laptop,Model-175,SN-211173,Prakash Gowda,Finance,Hubli,06-06-2023,05-06-2024,Disposed,Average,915,-551
ASSET15951,Projector,Model-962,SN-162966,Unassigned,Finance,Ballari,13-07-2022,12-07-2025,Available,Poor,1243,-149
ASSET15952,Mobile,Model-245,SN-816184,Prakash Murthy,Operations,Mangalore,19-08-2024,19-08-2026,Disposed,Poor,475,254
ASSET15953,Desktop,Model-645,SN-526949,Unassigned,Marketing,Mangalore,25-07-2024,25-07-2025,Available,Average,500,-136
ASSET15954,Mobile,Model-502,SN-242240,Prakash Urs,IT,Udupi,15-03-2023,14-03-2024,Damaged,Good,998,-634
ASSET15955,Desktop,Model-747,SN-301136,Latha Naidu,Sales,Shivamogga,14-05-2022,14-05-2023,In Use,Poor,1303,-939
ASSET15956,Printer,Model-453,SN-881231,Meena Rao,IT,Shivamogga,04-04-2023,03-04-2024,Damaged,Good,978,-614
ASSET15957,Printer,Model-975,SN-555252,Divya Murthy,IT,Mysuru,07-02-2024,06-02-2026,Disposed,Excellent,669,60
ASSET15958,Monitor,Model-694,SN-887171,Latha Gowda,HR,Mysuru,06-10-2023,05-10-2025,In Use,Excellent,793,-64
ASSET15959,Desktop,Model-928,SN-384317,Pooja Urs,Operations,Shivamogga,20-04-2022,19-04-2024,In Use,Poor,1327,-598
ASSET15960,Mobile,Model-773,SN-467823,Unassigned,Operations,Ballari,12-05-2024,12-05-2027,Available,Poor,574,520
ASSET15961,Mobile,Model-648,SN-229593,Divya Murthy,Sales,Bengaluru,19-07-2023,18-07-2026,Damaged,Poor,872,222
ASSET15962,Printer,Model-346,SN-413485,Nandini Pai,R&D,Shivamogga,11-01-2025,11-01-2028,Disposed,Poor,330,764
ASSET15963,Monitor,Model-214,SN-388946,Latha Murthy,Finance,Mysuru,20-01-2022,20-01-2023,Damaged,Excellent,1417,-1053
ASSET15964,Router,Model-488,SN-793081,Arjun Hegde,HR,Hubli,10-07-2023,09-07-2026,In Use,Average,881,213
ASSET15965,Laptop,Model-278,SN-643124,Arjun Naidu,Finance,Udupi,10-11-2024,10-11-2026,Under Repair,Poor,392,337
ASSET15966,Mobile,Model-317,SN-782518,Shruthi Gowda,HR,Bengaluru,12-02-2024,11-02-2026,In Use,Poor,664,65
ASSET15967,Switch,Model-489,SN-783533,Deepak Pai,Sales,Shivamogga,29-05-2024,29-05-2026,Under Repair,Average,557,172
ASSET15968,Printer,Model-695,SN-787254,Prakash Urs,R&D,Ballari,18-10-2022,17-10-2025,Damaged,Excellent,1146,-52
ASSET15969,Switch,Model-629,SN-474190,Rakesh Urs,IT,Mangalore,29-01-2022,29-01-2023,Disposed,Poor,1408,-1044
ASSET15970,Switch,Model-659,SN-778464,Sanjay Desai,R&D,Udupi,16-09-2024,16-09-2026,In Use,Average,447,282
ASSET15971,Tablet,Model-844,SN-877652,Asha Hegde,Operations,Mysuru,25-07-2023,24-07-2026,Damaged,Average,866,228
ASSET15972,Router,Model-283,SN-697986,Karthik Shetty,Sales,Mangalore,01-06-2023,31-05-2024,Under Repair,Good,920,-556
ASSET15973,Monitor,Model-302,SN-110073,Latha Naidu,Marketing,Shivamogga,21-06-2023,20-06-2025,In Use,Good,900,-171
ASSET15974,Router,Model-369,SN-268593,Deepak Naidu,IT,Ballari,15-08-2022,15-08-2023,Disposed,Excellent,1210,-846
ASSET15975,Mobile,Model-780,SN-964411,Pooja Naidu,Marketing,Mysuru,13-02-2024,12-02-2026,Damaged,Excellent,663,66
ASSET15976,Printer,Model-596,SN-637422,Nandini Gowda,HR,Shivamogga,28-10-2022,27-10-2025,Disposed,Excellent,1136,-42
ASSET15977,Desktop,Model-743,SN-876169,Kavya Rao,Admin,Mysuru,23-03-2024,23-03-2025,Damaged,Poor,624,-260
ASSET15978,Monitor,Model-294,SN-475609,Karthik Murthy,Marketing,Davangere,26-08-2022,26-08-2023,Disposed,Average,1199,-835
ASSET15979,Laptop,Model-119,SN-367504,Unassigned,R&D,Hubli,22-03-2023,21-03-2024,Available,Poor,991,-627
ASSET15980,Mobile,Model-199,SN-290977,Rohan Gowda,R&D,Shivamogga,05-08-2024,05-08-2027,Damaged,Poor,489,605
ASSET15981,Monitor,Model-800,SN-986098,Unassigned,HR,Mysuru,02-07-2022,02-07-2023,Available,Good,1254,-890
ASSET15982,Projector,Model-363,SN-732201,Nandini Pai,Admin,Shivamogga,22-07-2024,22-07-2026,In Use,Good,503,226
ASSET15983,Monitor,Model-416,SN-198051,Unassigned,Finance,Mysuru,13-06-2022,12-06-2024,Available,Poor,1273,-544
ASSET15984,Router,Model-664,SN-926367,Unassigned,Sales,Hubli,10-05-2022,09-05-2024,Available,Poor,1307,-578
ASSET15985,Mobile,Model-608,SN-797780,Pooja Desai,R&D,Mangalore,20-05-2023,19-05-2024,In Use,Average,932,-568
ASSET15986,Switch,Model-803,SN-952586,Unassigned,Marketing,Udupi,16-06-2024,16-06-2025,Available,Excellent,539,-175
ASSET15987,Laptop,Model-796,SN-773411,Asha Rao,HR,Belagavi,25-08-2024,25-08-2026,In Use,Poor,469,260
ASSET15988,Tablet,Model-264,SN-408324,Divya Hegde,Marketing,Mangalore,01-07-2023,30-06-2026,Damaged,Excellent,890,204
ASSET15989,Server,Model-128,SN-871653,Nandini Gowda,IT,Mangalore,10-02-2022,10-02-2023,Disposed,Average,1396,-1032
ASSET15990,Server,Model-773,SN-296686,Vikram Pai,HR,Shivamogga,20-01-2023,19-01-2026,In Use,Good,1052,42
ASSET15991,Mobile,Model-404,SN-972413,Karthik Shetty,Sales,Hubli,27-07-2024,27-07-2025,Disposed,Good,498,-134
ASSET15992,Desktop,Model-361,SN-359743,Asha Desai,Finance,Shivamogga,09-07-2022,09-07-2023,In Use,Poor,1247,-883
ASSET15993,Projector,Model-421,SN-649881,Vikram Urs,Admin,Mysuru,17-04-2024,17-04-2027,Damaged,Good,599,495
ASSET15994,Mobile,Model-648,SN-968092,Nandini Rao,Sales,Belagavi,26-03-2022,25-03-2024,Disposed,Excellent,1352,-623
ASSET15995,Laptop,Model-805,SN-613223,Nandini Murthy,HR,Shivamogga,22-12-2022,22-12-2023,Under Repair,Poor,1081,-717
ASSET15996,Monitor,Model-822,SN-757976,Rakesh Naidu,Marketing,Mysuru,27-03-2024,27-03-2026,In Use,Average,620,109
ASSET15997,Mobile,Model-487,SN-238185,Pooja Murthy,IT,Mysuru,26-05-2024,26-05-2027,Under Repair,Good,560,534
ASSET15998,Desktop,Model-414,SN-416222,Unassigned,HR,Hubli,27-05-2024,27-05-2027,Available,Excellent,559,535
ASSET15999,Server,Model-983,SN-154229,Arjun Gowda,IT,Hubli,15-04-2022,14-04-2024,Damaged,Excellent,1332,-603
ASSET16000,Switch,Model-243,SN-296451,Latha Naidu,Operations,Bengaluru,08-08-2023,07-08-2024,Under Repair,Good,852,-488
ASSET16001,Monitor,Model-735,SN-201249,Arjun Murthy,Sales,Bengaluru,22-09-2023,21-09-2024,In Use,Excellent,807,-443
ASSET16002,Tablet,Model-492,SN-258858,Pooja Desai,R&D,Davangere,24-09-2024,24-09-2027,Under Repair,Poor,439,655
ASSET16003,Mobile,Model-918,SN-102097,Unassigned,Sales,Davangere,28-11-2023,27-11-2024,Available,Poor,740,-376
ASSET16004,Mobile,Model-289,SN-117315,Kavya Naidu,Finance,Shivamogga,01-01-2024,31-12-2025,In Use,Excellent,706,23
ASSET16005,Mobile,Model-513,SN-986202,Sanjay Pai,IT,Bengaluru,16-12-2022,15-12-2025,Damaged,Poor,1087,7
ASSET16006,Printer,Model-876,SN-691327,Asha Naidu,Operations,Bengaluru,25-08-2024,25-08-2026,Under Repair,Poor,469,260
ASSET16007,Projector,Model-547,SN-940729,Latha Rao,Sales,Belagavi,05-11-2024,05-11-2026,Damaged,Average,397,332
ASSET16008,Mobile,Model-330,SN-533964,Meena Gowda,HR,Shivamogga,30-08-2022,29-08-2025,Under Repair,Average,1195,-101
ASSET16009,Projector,Model-493,SN-740690,Shruthi Pai,Finance,Belagavi,14-03-2024,14-03-2025,Under Repair,Good,633,-269
ASSET16010,Desktop,Model-951,SN-452754,Unassigned,Marketing,Mangalore,16-07-2022,15-07-2024,Available,Poor,1240,-511
ASSET16011,Laptop,Model-514,SN-660071,Kavya Pai,Admin,Davangere,07-03-2023,06-03-2025,Disposed,Poor,1006,-277
ASSET16012,Monitor,Model-167,SN-886733,Unassigned,Marketing,Mangalore,10-05-2022,09-05-2024,Available,Good,1307,-578
ASSET16013,Tablet,Model-982,SN-466590,Sanjay Urs,HR,Belagavi,15-05-2023,14-05-2026,In Use,Average,937,157
ASSET16014,Monitor,Model-655,SN-235244,Prakash Rao,R&D,Mangalore,06-05-2023,05-05-2025,In Use,Poor,946,-217
ASSET16015,Desktop,Model-350,SN-814376,Unassigned,Admin,Davangere,25-12-2023,24-12-2025,Available,Average,713,16
ASSET16016,Mobile,Model-203,SN-900899,Latha Desai,IT,Ballari,14-01-2023,13-01-2025,Under Repair,Poor,1058,-329
ASSET16017,Mobile,Model-940,SN-227071,Unassigned,Sales,Shivamogga,17-03-2024,17-03-2027,Available,Poor,630,464
ASSET16018,Monitor,Model-788,SN-176249,Karthik Gowda,Admin,Hubli,06-09-2023,05-09-2025,Under Repair,Poor,823,-94
ASSET16019,Router,Model-188,SN-354598,Shruthi Urs,Operations,Belagavi,28-02-2024,27-02-2025,Damaged,Average,648,-284
ASSET16020,Mobile,Model-460,SN-297377,Shruthi Desai,Operations,Shivamogga,14-02-2023,14-02-2024,In Use,Good,1027,-663
ASSET16021,Switch,Model-928,SN-557284,Unassigned,IT,Mangalore,27-06-2023,26-06-2026,Available,Excellent,894,200
ASSET16022,Projector,Model-971,SN-415120,Unassigned,HR,Davangere,10-10-2022,09-10-2024,Available,Excellent,1154,-425
ASSET16023,Monitor,Model-343,SN-715960,Kavya Urs,HR,Davangere,08-08-2022,07-08-2025,Disposed,Poor,1217,-123
ASSET16024,Monitor,Model-341,SN-632988,Nandini Desai,Marketing,Davangere,01-11-2022,01-11-2023,In Use,Excellent,1132,-768
ASSET16025,Desktop,Model-135,SN-416022,Shruthi Pai,HR,Ballari,23-09-2022,22-09-2025,Disposed,Excellent,1171,-77
ASSET16026,Projector,Model-767,SN-545850,Shruthi Desai,Finance,Mysuru,10-03-2024,10-03-2025,Damaged,Good,637,-273
ASSET16027,Server,Model-274,SN-895629,Prakash Hegde,HR,Udupi,11-12-2024,11-12-2026,Under Repair,Poor,361,368
ASSET16028,Mobile,Model-461,SN-363964,Prakash Hegde,R&D,Udupi,03-06-2023,02-06-2026,Damaged,Poor,918,176
ASSET16029,Monitor,Model-248,SN-234759,Kavya Shetty,HR,Mangalore,15-07-2024,15-07-2026,In Use,Poor,510,219
ASSET16030,Router,Model-414,SN-779499,Arjun Desai,Operations,Mangalore,18-11-2024,18-11-2026,Disposed,Excellent,384,345
ASSET16031,Printer,Model-964,SN-615591,Rakesh Desai,Finance,Ballari,05-07-2024,05-07-2027,In Use,Average,520,574
ASSET16032,Mobile,Model-522,SN-525428,Unassigned,Admin,Hubli,27-02-2022,27-02-2023,Available,Excellent,1379,-1015
ASSET16033,Desktop,Model-837,SN-723532,Meena Gowda,Finance,Udupi,20-04-2023,19-04-2026,Under Repair,Average,962,132
ASSET16034,Tablet,Model-881,SN-183061,Unassigned,Sales,Mysuru,06-01-2025,06-01-2027,Available,Excellent,335,394
ASSET16035,Server,Model-902,SN-158759,Manoj Shetty,R&D,Shivamogga,20-10-2022,20-10-2023,In Use,Excellent,1144,-780
ASSET16036,Switch,Model-225,SN-162110,Pooja Gowda,Operations,Davangere,22-07-2023,21-07-2025,In Use,Average,869,-140
ASSET16037,Tablet,Model-527,SN-848752,Rohan Pai,R&D,Belagavi,21-07-2022,20-07-2024,Disposed,Excellent,1235,-506
ASSET16038,Desktop,Model-820,SN-456974,Unassigned,Admin,Shivamogga,23-10-2022,23-10-2023,Available,Excellent,1141,-777
ASSET16039,Laptop,Model-447,SN-448107,Unassigned,Admin,Mysuru,21-06-2022,20-06-2024,Available,Average,1265,-536
ASSET16040,Desktop,Model-562,SN-345636,Shruthi Urs,Operations,Mysuru,25-08-2023,24-08-2026,Damaged,Excellent,835,259
ASSET16041,Switch,Model-660,SN-879881,Pooja Gowda,Marketing,Udupi,05-08-2024,05-08-2025,Disposed,Average,489,-125
ASSET16042,Mobile,Model-626,SN-587357,Vikram Pai,Marketing,Mangalore,28-07-2024,28-07-2026,Damaged,Excellent,497,232
ASSET16043,Tablet,Model-514,SN-917068,Arjun Hegde,R&D,Mangalore,20-10-2024,20-10-2025,Disposed,Excellent,413,-49
ASSET16044,Printer,Model-690,SN-645533,Arjun Naidu,Sales,Mangalore,07-04-2023,06-04-2025,Damaged,Average,975,-246
ASSET16045,Switch,Model-253,SN-563346,Deepak Naidu,IT,Ballari,13-12-2023,12-12-2025,Damaged,Poor,725,4
ASSET16046,Router,Model-102,SN-505519,Shruthi Rao,Marketing,Hubli,20-09-2022,19-09-2024,Under Repair,Average,1174,-445
ASSET16047,Switch,Model-678,SN-609607,Unassigned,Sales,Ballari,10-06-2024,10-06-2027,Available,Good,545,549
ASSET16048,Tablet,Model-860,SN-907079,Divya Hegde,IT,Shivamogga,24-09-2023,23-09-2026,Damaged,Average,805,289
ASSET16049,Server,Model-639,SN-197456,Kavya Rao,IT,Bengaluru,15-06-2023,14-06-2025,In Use,Good,906,-177
ASSET16050,Monitor,Model-432,SN-852759,Rohan Naidu,HR,Ballari,27-12-2023,26-12-2025,Under Repair,Poor,711,18
ASSET16051,Laptop,Model-986,SN-647289,Unassigned,Sales,Mysuru,01-09-2023,31-08-2024,Available,Poor,828,-464
ASSET16052,Switch,Model-582,SN-900160,Unassigned,Operations,Ballari,26-05-2023,25-05-2025,Available,Excellent,926,-197
